"","type","strike","expiration","mark","bid","ask","vol","update","days_to_expiry","timestamp","spy_close","premium","adj","days_to_expiry_adj","iv","forward","name","delta","gamma","theta","vega"
"137902","P",665,2026-03-30,11.8184,11.8184,11.8184,11,1774447196949,5.24996785256874,2026-03-25 10:00:02,656.51,3.32839999999999,2,3.24996785256874,0.283207578968722,656.90909090909,"P665.Mar30",-0.632766898321752,0.0168804957037072,-0.78859643360534,0.296732004874017
"137903","C",666,2026-03-30,3.36,3.36,3.36,129,1774447203196,5.24996785256874,2026-03-25 10:00:02,656.51,3.36,2,3.24996785256874,0.280509750652127,656.90909090909,"C666.Mar30",0.349214014873378,0.0167466699959611,-0.785099874262093,0.291575311486853
"137904","P",666,2026-03-30,12.4387,12.4387,12.4387,1,1774447196949,5.24996785256874,2026-03-25 10:00:02,656.51,2.94869999999999,2,3.24996785256874,0.279948454448022,656.90909090909,"P666.Mar30",-0.65109837128633,0.0167747534353823,-0.765037564050907,0.291479853999261
"137905","C",667,2026-03-30,2.99,2.99,2.99,237,1774447203198,5.24996785256874,2026-03-25 10:00:02,656.51,2.99,2,3.24996785256874,0.276591325348709,656.90909090909,"C667.Mar30",0.33046274388032,0.0166285711228344,-0.757823275065625,0.285474822382891
"137906","P",667,2026-03-30,13.0661,13.0661,13.0661,NA,1774447200004,5.24996785256874,2026-03-25 10:00:02,656.51,2.57609999999999,2,3.24996785256874,0.275886116216425,656.90909090909,"P667.Mar30",-0.669974103594145,0.0166622483945721,-0.737230078722627,0.285323651711754
"137907","C",668,2026-03-30,2.65,2.65,2.65,189,1774447203695,5.24996785256874,2026-03-25 10:00:02,656.51,2.65,2,3.24996785256874,0.272922486758325,656.90909090909,"C668.Mar30",0.311803458879619,0.0164489394900027,-0.72977172024532,0.278645187348035
"137908","P",668,2026-03-30,13.7341,13.7341,13.7341,NA,1774447198973,5.24996785256874,2026-03-25 10:00:02,656.51,2.24409999999999,2,3.24996785256874,0.272585066081956,656.90909090909,"P668.Mar30",-0.688425678294727,0.0164640612785926,-0.710343536851544,0.278556538096402
"137909","C",669,2026-03-30,2.33,2.33,2.33,52,1774447203197,5.24996785256874,2026-03-25 10:00:02,656.51,2.33,2,3.24996785256874,0.269019676381722,656.90909090909,"C669.Mar30",0.292979929498959,0.0162278761436117,-0.699420150656511,0.270969277937226
"137910","P",669,2026-03-30,14.4292,14.4292,14.4292,1,1774447197452,5.24996785256874,2026-03-25 10:00:02,656.51,1.93919999999999,2,3.24996785256874,0.269449589939322,656.90909090909,"P669.Mar30",-0.706703359361929,0.0162101038401762,-0.682557350841368,0.271105075099386
"137911","C",670,2026-03-30,2.04,2.04,2.04,275,1774447202673,5.24996785256874,2026-03-25 10:00:02,656.51,2.04,2,3.24996785256874,0.265401714104228,656.90909090909,"C670.Mar30",0.274423663901811,0.0159415101854163,-0.668624449089161,0.262607731544344
"137912","P",670,2026-03-30,15.133,15.133,15.133,1,1774447200507,5.24996785256874,2026-03-25 10:00:02,656.51,1.64299999999999,2,3.24996785256874,0.265515901742037,656.90909090909,"P670.Mar30",-0.725485828038029,0.0159372476225064,-0.650666130896965,0.262650468811864
"137913","C",671,2026-03-30,1.76,1.76,1.76,175,1774447203196,5.24996785256874,2026-03-25 10:00:02,656.51,1.76,2,3.24996785256874,0.260976575131062,656.90909090909,"C671.Mar30",0.255320795565346,0.0156278934347123,-0.633713664634752,0.253149044424828
"137914","P",671,2026-03-30,15.8775,15.8775,15.8775,NA,1774447196949,5.24996785256874,2026-03-25 10:00:02,656.51,1.38749999999999,2,3.24996785256874,0.262515757288784,656.90909090909,"P671.Mar30",-0.743378991518828,0.0155774931902922,-0.620745572781836,0.25382083619386
"137915","C",672,2026-03-30,1.5119,1.5119,1.5119,90,1774447198983,5.24996785256874,2026-03-25 10:00:02,656.51,1.5119,2,3.24996785256874,0.256963028898463,656.90909090909,"C672.Mar30",0.236711194284997,0.0152403037204571,-0.59905508570526,0.24307404524678
"137916","P",672,2026-03-30,16.6419,16.6419,16.6419,NA,1774447200004,5.24996785256874,2026-03-25 10:00:02,656.51,1.15189999999999,2,3.24996785256874,0.259376953679603,656.90909090909,"P672.Mar30",-0.761135980748179,0.015173629629255,-0.589261303986399,0.24428409313166
"137917","C",673,2026-03-30,1.29,1.29,1.29,8,1774447201017,5.24996785256874,2026-03-25 10:00:02,656.51,1.29,2,3.24996785256874,0.253107794090174,656.90909090909,"C673.Mar30",0.218492873225404,0.0147900726161341,-0.563969435169066,0.232353997641381
"137918","P",673,2026-03-30,17.4162,17.4162,17.4162,NA,1774447196949,5.24996785256874,2026-03-25 10:00:02,656.51,0.926199999999991,2,3.24996785256874,0.25545265418943,656.90909090909,"P673.Mar30",-0.779313989508101,0.0147386105094496,-0.554012537188886,0.233690622418874
"137919","C",674,2026-03-30,1.09,1.09,1.09,131,1774447202673,5.24996785256874,2026-03-25 10:00:02,656.51,1.09,2,3.24996785256874,0.24919016928412,656.90909090909,"C674.Mar30",0.200546980655039,0.0142837949782564,-0.527865924359766,0.220927021151651
"137920","P",674,2026-03-30,18.2381,18.2381,18.2381,NA,1774447195939,5.24996785256874,2026-03-25 10:00:02,656.51,0.74809999999999,2,3.24996785256874,0.253296493045054,656.90909090909,"P674.Mar30",-0.795475478042651,0.0142181866439258,-0.524406040769701,0.223536121645712
"137921","C",675,2026-03-30,0.91,0.91,0.91,208,1774447192015,5.24996785256874,2026-03-25 10:00:02,656.51,0.91,2,3.24996785256874,0.24510922675021,656.90909090909,"C675.Mar30",0.182844762222782,0.0137224115589719,-0.490584816252827,0.208768237180084
"137922","P",675,2026-03-30,19.0685,19.0685,19.0685,3,1774447196949,5.24996785256874,2026-03-25 10:00:02,656.51,0.578499999999991,2,3.24996785256874,0.250406494240742,656.90909090909,"P675.Mar30",-0.811871085041346,0.0136717551329676,-0.491601264867728,0.212492782361158
"137923","C",676,2026-03-30,0.75,0.75,0.75,142,1774447179756,5.24996785256874,2026-03-25 10:00:02,656.51,0.75,2,3.24996785256874,0.240899794513825,656.90909090909,"C676.Mar30",0.16549236239205,0.0131045880914518,-0.452489498527919,0.195944973827216
"137924","P",676,2026-03-30,19.9262,19.9262,19.9262,NA,1774447195938,5.24996785256874,2026-03-25 10:00:02,656.51,0.436199999999992,2,3.24996785256874,0.248247222891077,656.90909090909,"P676.Mar30",-0.827029535764693,0.0130827374877515,-0.461147251287312,0.201584599283425
"137925","C",677,2026-03-30,0.62,0.62,0.62,72,1774447203197,5.24996785256874,2026-03-25 10:00:02,656.51,0.62,2,3.24996785256874,0.237613464700989,656.90909090909,"C677.Mar30",0.149670904619264,0.0124367622831454,-0.417739533398103,0.183422540330823
"137926","P",677,2026-03-30,20.806,20.806,20.806,NA,1774447199486,5.24996785256874,2026-03-25 10:00:02,656.51,0.315999999999992,2,3.24996785256874,0.246649758948479,656.90909090909,"P677.Mar30",-0.841044357271528,0.0124676167482758,-0.43263749646461,0.190870346900642
"137927","C",678,2026-03-30,0.5,0.5,0.5,84,1774447192502,5.24996785256874,2026-03-25 10:00:02,656.51,0.5,2,3.24996785256874,0.233528583580628,656.90909090909,"C678.Mar30",0.133673018995682,0.0117212419705223,-0.380241351792768,0.16989789593854
"137928","P",678,2026-03-30,21.7021,21.7021,21.7021,NA,1774447199485,5.24996785256874,2026-03-25 10:00:02,656.51,0.212099999999992,2,3.24996785256874,0.245304852505214,656.90909090909,"P678.Mar30",-0.854188497747963,0.0118378929793952,-0.40510183022916,0.180241532982714
"137929","C",679,2026-03-30,0.4,0.4,0.4,208,1774447174189,5.24996785256874,2026-03-25 10:00:02,656.51,0.4,2,3.24996785256874,0.229736923831515,656.90909090909,"C679.Mar30",0.118711615104925,0.0109683613107817,-0.344316646732744,0.156403646234642
"137930","P",679,2026-03-30,22.625,22.625,22.625,NA,1774447195938,5.24996785256874,2026-03-25 10:00:02,656.51,0.134999999999991,2,3.24996785256874,0.245569846178405,656.90909090909,"P679.Mar30",-0.865082176409359,0.011217684641823,-0.383682864218262,0.170982864522307
"137931","C",680,2026-03-30,0.32,0.32,0.32,154,1774447200040,5.24996785256874,2026-03-25 10:00:02,656.51,0.32,2,3.24996785256874,0.226594431428239,656.90909090909,"C680.Mar30",0.105217515463234,0.010201011279031,-0.311489575696359,0.143471878412567
"137932","P",680,2026-03-30,23.5761,23.5761,23.5761,NA,1774447199487,5.24996785256874,2026-03-25 10:00:02,656.51,0.0860999999999912,2,3.24996785256874,0.248174125514925,656.90909090909,"P680.Mar30",-0.873064240378982,0.0106418819563754,-0.371076710430612,0.163926535830216
"137933","C",681,2026-03-30,0.26,0.26,0.26,27,1774447200038,5.24996785256874,2026-03-25 10:00:02,656.51,0.26,2,3.24996785256874,0.22466917833779,656.90909090909,"C681.Mar30",0.0937733205551804,0.00945782398957777,-0.283872447310472,0.131889143612057
"137934","P",681,2026-03-30,24.5283,24.5283,24.5283,NA,1774447199485,5.24996785256874,2026-03-25 10:00:02,656.51,0.0382999999999925,2,3.24996785256874,0.250316381938755,656.90909090909,"P681.Mar30",-0.880985028326376,0.0100847727135189,-0.356991839407475,0.156685825989937
"137935","C",682,2026-03-30,0.2,0.2,0.2,95,1774447200514,5.24996785256874,2026-03-25 10:00:02,656.51,0.2,2,3.24996785256874,0.220894564883783,656.90909090909,"C682.Mar30",0.081321728606383,0.00864897814159265,-0.250918568095129,0.118583469701638
"137936","P",682,2026-03-30,25.4896,25.4896,25.4896,NA,1774447199486,5.24996785256874,2026-03-25 10:00:02,656.51,-0.000400000000009726,2,3.24996785256874,0.253047797451727,656.90909090909,"P682.Mar30",-0.88785768539747,0.00956311612163297,-0.345293101933537,0.150202207192554
"137937","C",683,2026-03-30,0.1621,0.1621,0.1621,76,1774447163385,5.24996785256874,2026-03-25 10:00:02,656.51,0.1621,2,3.24996785256874,0.219684366229922,656.90909090909,"C683.Mar30",0.0721883605237219,0.00794332862748024,-0.227899071888089,0.108311857957926
"137938","P",683,2026-03-30,26.4685,26.4685,26.4685,NA,1774447197453,5.24996785256874,2026-03-25 10:00:02,656.51,-0.0215000000000103,2,3.24996785256874,0.257784608737566,656.90909090909,"P683.Mar30",-0.892459306326679,0.00910929149827126,-0.341035269123691,0.145752464662652
"137939","C",684,2026-03-30,0.13,0.13,0.13,1,1774447192502,5.24996785256874,2026-03-25 10:00:02,656.51,0.13,2,3.24996785256874,0.2183616332151,656.90909090909,"C684.Mar30",0.0636853452579266,0.00725420272683065,-0.205603459284259,0.0983196549949122
"137940","P",684,2026-03-30,27.4559,27.4559,27.4559,NA,1774447200006,5.24996785256874,2026-03-25 10:00:02,656.51,-0.0341000000000093,2,3.24996785256874,0.26352731409017,656.90909090909,"P684.Mar30",-0.895859915005417,0.00870621197202953,-0.340520550359609,0.142406297863424
"137941","C",685,2026-03-30,0.1097,0.1097,0.1097,13,1774447142555,5.24996785256874,2026-03-25 10:00:02,656.51,0.1097,2,3.24996785256874,0.219011474419385,656.90909090909,"C685.Mar30",0.0575623584596404,0.00668273987430171,-0.19050995722895,0.0908438955411905
"137942","P",685,2026-03-30,28.4526,28.4526,28.4526,NA,1774447197452,5.24996785256874,2026-03-25 10:00:02,656.51,-0.0374000000000088,2,3.24996785256874,0.270535732414573,656.90909090909,"P685.Mar30",-0.897941350934494,0.00835722438106035,-0.344619940900368,0.140333391552439
"137943","C",686,2026-03-30,0.0879,0.0879,0.0879,10,1774447142556,5.24996785256874,2026-03-25 10:00:02,656.51,0.0879,2,3.24996785256874,0.218061891682446,656.90909090909,"C686.Mar30",0.0506768068709894,0.0060679958935423,-0.171468183680141,0.0821295375124642
"137944","P",686,2026-03-30,29.4526,29.4526,29.4526,NA,1774447199486,5.24996785256874,2026-03-25 10:00:02,656.51,-0.0374000000000088,2,3.24996785256874,0.277986236736178,656.90909090909,"P686.Mar30",-0.899506918451792,0.00804214257351582,-0.350360613128248,0.138761627897842
"137945","C",687,2026-03-30,0.0695,0.0695,0.0695,20,1774447142556,5.24996785256874,2026-03-25 10:00:02,656.51,0.0695,2,3.24996785256874,0.216920645013452,656.90909090909,"C687.Mar30",0.044276996494221,0.00547449422026426,-0.153065158839489,0.0737087782212355
"137946","P",687,2026-03-30,30.4526,30.4526,30.4526,NA,1774447195939,5.24996785256874,2026-03-25 10:00:02,656.51,-0.0374000000000088,2,3.24996785256874,0.285389559348114,656.90909090909,"P687.Mar30",-0.900997693991784,0.0077484533193336,-0.355994329521209,0.137254763445625
"137947","C",688,2026-03-30,0.0583,0.0583,0.0583,63,1774447142555,5.24996785256874,2026-03-25 10:00:02,656.51,0.0583,2,3.24996785256874,0.217704477161169,656.90909090909,"C688.Mar30",0.0398388745050984,0.00500778739442337,-0.141012949158113,0.0676686585069486
"137948","P",688,2026-03-30,31.4526,31.4526,31.4526,NA,1774447197957,5.24996785256874,2026-03-25 10:00:02,656.51,-0.0374000000000088,2,3.24996785256874,0.292747368630953,656.90909090909,"P688.Mar30",-0.902419432765962,0.00747410252783565,-0.361526416085939,0.135808319402859
"137949","C",689,2026-03-30,0.0482,0.0482,0.0482,63,1774447121598,5.24996785256874,2026-03-25 10:00:02,656.51,0.0482,2,3.24996785256874,0.218130188398063,656.90909090909,"C689.Mar30",0.0355680681108127,0.00455610475319721,-0.128781879483572,0.0616856007972149
"137950","P",689,2026-03-30,32.4526,32.4526,32.4526,NA,1774447196949,5.24996785256874,2026-03-25 10:00:02,656.51,-0.0374000000000123,2,3.24996785256874,0.300061216782779,656.90909090909,"P689.Mar30",-0.903777283281877,0.00721728819635425,-0.366961788479637,0.134418250138375
"137951","C",690,2026-03-30,0.04,0.04,0.04,NA,1774446950284,5.24996785256874,2026-03-25 10:00:02,656.51,0.04,2,3.24996785256874,0.218727199099958,656.90909090909,"C690.Mar30",0.0318053743274602,0.00414422135521218,-0.117768929407053,0.0562626339270811
"137952","P",690,2026-03-30,33.4526,33.4526,33.4526,NA,1774447200007,5.24996785256874,2026-03-25 10:00:02,656.51,-0.0374000000000123,2,3.24996785256874,0.307332539819181,656.90909090909,"P690.Mar30",-0.905075876158498,0.00697642289533027,-0.372304954298851,0.133080881067677
"137953","C",691,2026-03-30,0.0336,0.0336,0.0336,NA,1774447142555,5.24996785256874,2026-03-25 10:00:02,656.51,0.0336,2,3.24996785256874,0.219693818837404,656.90909090909,"C691.Mar30",0.0286126221041769,0.00377958334857058,-0.108346656383979,0.0515390119903634
"137954","P",691,2026-03-30,34.4526,34.4526,34.4526,NA,1774447196442,5.24996785256874,2026-03-25 10:00:02,656.51,-0.0374000000000123,2,3.24996785256874,0.314562687780708,656.90909090909,"P691.Mar30",-0.906319376092376,0.00675010324050774,-0.377560121523981,0.131792879251101
"137955","C",692,2026-03-30,0.03,0.03,0.03,12,1774447019116,5.24996785256874,2026-03-25 10:00:02,656.51,0.03,2,3.24996785256874,0.222242416553199,656.90909090909,"C692.Mar30",0.0265730462905033,0.00351287817101392,-0.103039733809813,0.0484578747324287
"137956","P",692,2026-03-30,35.4526,35.4526,35.4526,NA,1774447195938,5.24996785256874,2026-03-25 10:00:02,656.51,-0.0374000000000123,2,3.24996785256874,0.321752915438264,656.90909090909,"P692.Mar30",-0.907511552776304,0.00653708384259137,-0.382731167157853,0.130551200466471
"137957","C",693,2026-03-30,0.0268,0.0268,0.0268,NA,1774446414361,5.24996785256874,2026-03-25 10:00:02,656.51,0.0268,2,3.24996785256874,0.224762981757522,656.90909090909,"C693.Mar30",0.0246888315337127,0.00326605868539047,-0.0979750290790118,0.0455641310889293
"137958","P",693,2026-03-30,36.4526,36.4526,36.4526,NA,1774447199485,5.24996785256874,2026-03-25 10:00:02,656.51,-0.0374000000000123,2,3.24996785256874,0.328904398558661,656.90909090909,"P693.Mar30",-0.908655822998721,0.00633625592357934,-0.387821695763374,0.129353062555748
"137959","C",694,2026-03-30,0.02,0.02,0.02,NA,1774446964170,5.24996785256874,2026-03-25 10:00:02,656.51,0.02,2,3.24996785256874,0.222846769988537,656.90909090909,"C694.Mar30",0.0208551423919968,0.00285741911774703,-0.0842547412368209,0.0395234287406415
"137960","P",694,2026-03-30,37.4526,37.4526,37.4526,NA,1774447199485,5.24996785256874,2026-03-25 10:00:02,656.51,-0.0374000000000123,2,3.24996785256874,0.336018243199214,656.90909090909,"P694.Mar30",-0.909755290710653,0.00614662922942312,-0.392835072994945,0.128195918247831
"137961","C",695,2026-03-30,0.0185,0.0185,0.0185,10,1774446416455,5.24996785256874,2026-03-25 10:00:02,656.51,0.0185,2,3.24996785256874,0.226165313720703,656.90909090909,"C695.Mar30",0.0197371281371483,0.00268700657081053,-0.081598920691328,0.0377197713540099
"137962","P",695,2026-03-30,38.4526,38.4526,38.4526,NA,1774447198971,5.24996785256874,2026-03-25 10:00:02,656.51,-0.0374000000000123,2,3.24996785256874,0.343095488031395,656.90909090909,"P695.Mar30",-0.910812785480042,0.00596731664439352,-0.397774434521724,0.127077427338923
"137963","C",696,2026-03-30,0.02,0.02,0.02,NA,1774447125424,5.24996785256874,2026-03-25 10:00:02,656.51,0.02,2,3.24996785256874,0.23321374297142,656.90909090909,"C696.Mar30",0.0203022085885276,0.00266894844282034,-0.086171318055707,0.0386339085459488
"137964","P",696,2026-03-30,39.4526,39.4526,39.4526,NA,1774447196947,5.24996785256874,2026-03-25 10:00:02,656.51,-0.0374000000000123,2,3.24996785256874,0.350137111311778,656.90909090909,"P696.Mar30",-0.911830892261767,0.00579752120340432,-0.402642711071446,0.125995436039005
"137965","C",697,2026-03-30,0.0135,0.0135,0.0135,NA,1774446929281,5.24996785256874,2026-03-25 10:00:02,656.51,0.0135,2,3.24996785256874,0.228960422798991,656.90909090909,"C697.Mar30",0.0162427758088071,0.00224784245275982,-0.0699480253401467,0.0319448321988611
"137966","P",697,2026-03-30,40.4526,40.4526,40.4526,NA,1774447199482,5.24996785256874,2026-03-25 10:00:02,656.51,-0.0374000000000123,2,3.24996785256874,0.357144030882045,656.90909090909,"P697.Mar30",-0.912811981152598,0.00563652492377202,-0.407442629080292,0.124947954692677
"137967","C",698,2026-03-30,0.0162,0.0162,0.0162,NA,1774446416457,5.24996785256874,2026-03-25 10:00:02,656.51,0.0162,2,3.24996785256874,0.238249835707247,656.90909090909,"C698.Mar30",0.0176852336521107,0.00232319580554328,-0.0782690883371296,0.0343552211500815
"137968","P",698,2026-03-30,41.4526,41.4526,41.4526,NA,1774447196947,5.24996785256874,2026-03-25 10:00:02,656.51,-0.0374000000000123,2,3.24996785256874,0.36411712508183,656.90909090909,"P698.Mar30",-0.91375822021236,0.00548367953978346,-0.412176783737681,0.123933152204602
"137969","C",699,2026-03-30,0.0139,0.0139,0.0139,NA,1774446416456,5.24996785256874,2026-03-25 10:00:02,656.51,0.0139,2,3.24996785256874,0.239571918100119,656.90909090909,"C699.Mar30",0.0160907460084695,0.00213103805217558,-0.0725887122632698,0.0316884822244617
"137970","P",699,2026-03-30,42.4526,42.4526,42.4526,NA,1774447197957,5.24996785256874,2026-03-25 10:00:02,656.51,-0.0374000000000123,2,3.24996785256874,0.371057218806818,656.90909090909,"P699.Mar30",-0.914671607156637,0.00533839806904316,-0.416847590902984,0.122949329195199
"137971","C",700,2026-03-30,0.0119,0.0119,0.0119,30,1774447019117,5.24996785256874,2026-03-25 10:00:02,656.51,0.0119,2,3.24996785256874,0.240841857790947,656.90909090909,"C700.Mar30",0.0146214947148997,0.00195247506676162,-0.0672084126357083,0.0291871566464195
"137972","P",700,2026-03-30,43.4526,43.4526,43.4526,NA,1774447195936,5.24996785256874,2026-03-25 10:00:02,656.51,-0.0374000000000123,2,3.24996785256874,0.377965088156052,656.90909090909,"P700.Mar30",-0.915553986002133,0.00520014779006261,-0.421457303723935,0.121994906133603
"137973","C",705,2026-03-30,0.01,0.01,0.01,NA,1774446416455,5.24996785256874,2026-03-25 10:00:02,656.51,0.01,2,3.24996785256874,0.260746576786041,656.90909090909,"C705.Mar30",0.0125756753327923,0.00158343652640871,-0.0638632219904878,0.0256267538954343
"137974","P",705,2026-03-30,48.4526,48.4526,48.4526,NA,1774447199483,5.24996785256874,2026-03-25 10:00:02,656.51,-0.0374000000000123,2,3.24996785256874,0.412045885846019,656.90909090909,"P705.Mar30",-0.919555954961562,0.0045988204996446,-0.443660634471513,0.117615988938686
"137975","C",710,2026-03-30,0.01,0.01,0.01,NA,1774446416398,5.24996785256874,2026-03-25 10:00:02,656.51,0.01,2,3.24996785256874,0.284238193184137,656.90909090909,"C710.Mar30",0.011953189364344,0.00139005819811038,-0.066600001685925,0.0245239115439747
"137976","P",710,2026-03-30,53.4526,53.4526,53.4526,NA,1774447198462,5.24996785256874,2026-03-25 10:00:02,656.51,-0.0374000000000123,2,3.24996785256874,0.445418651169166,656.90909090909,"P710.Mar30",-0.922991185633893,0.00411586309291947,-0.464613089544949,0.113789880800298
"137977","C",715,2026-03-30,0.01,0.01,0.01,NA,1774446416453,5.24996785256874,2026-03-25 10:00:02,656.51,0.01,2,3.24996785256874,0.307389999032021,656.90909090909,"C715.Mar30",0.0114170275390852,0.00123516438923472,-0.0691938202475508,0.0235661598646254
"137978","P",715,2026-03-30,58.4526,58.4526,58.4526,NA,1774447199483,5.24996785256874,2026-03-25 10:00:02,656.51,-0.0374000000000123,2,3.24996785256874,0.478147658603266,656.90909090909,"P715.Mar30",-0.925980581134565,0.00372018273489114,-0.48449028789667,0.110408022181671
"137979","C",720,2026-03-30,0.01,0.01,0.01,NA,1774446416455,5.24996785256874,2026-03-25 10:00:02,656.51,0.01,2,3.24996785256874,0.330224152654409,656.90909090909,"C720.Mar30",0.0109493424282347,0.00110869537197854,-0.0716634036881918,0.0227245552833489
"137980","P",720,2026-03-30,63.4526,63.4526,63.4526,NA,1774447198972,5.24996785256874,2026-03-25 10:00:02,656.51,-0.0374000000000123,2,3.24996785256874,0.510285292509943,656.90909090909,"P720.Mar30",-0.928611761349619,0.00339059555716485,-0.503430519043822,0.107389881612742
"137981","C",725,2026-03-30,0.01,0.01,0.01,NA,1774446416455,5.24996785256874,2026-03-25 10:00:02,656.51,0.01,2,3.24996785256874,0.352759243249893,656.90909090909,"C725.Mar30",0.0105370102427145,0.00100375501412806,-0.074023631121293,0.021977609563383
"137982","P",725,2026-03-30,68.4526,68.4526,68.4526,NA,1774447199482,5.24996785256874,2026-03-25 10:00:02,656.51,-0.0374000000000052,2,3.24996785256874,0.541875102734193,656.90909090909,"P725.Mar30",-0.930949997562889,0.00311219073315169,-0.521544965545476,0.104674218265025
"137983","C",730,2026-03-30,0.01,0.01,0.01,NA,1774446416455,5.24996785256874,2026-03-25 10:00:02,656.51,0.01,2,3.24996785256874,0.375011183172464,656.90909090909,"C730.Mar30",0.0101701523502248,0.000915471248962074,-0.0762866205880463,0.0213090089725065
"137984","P",730,2026-03-30,73.4526,73.4526,73.4526,NA,1774447195939,5.24996785256874,2026-03-25 10:00:02,656.51,-0.0374000000000052,2,3.24996785256874,0.572953900536522,656.90909090909,"P730.Mar30",-0.933045051075049,0.00287418123012521,-0.538924584878945,0.102213474894387
"137985","C",735,2026-03-30,0.01,0.01,0.01,NA,1774446416456,5.24996785256874,2026-03-25 10:00:02,656.51,0.01,2,3.24996785256874,0.396993839964271,656.90909090909,"C735.Mar30",0.00984118379602181,0.000840312589004581,-0.0784624665610317,0.0207061312079151
"137986","P",735,2026-03-30,78.4526,78.4526,78.4526,NA,1774447197956,5.24996785256874,2026-03-25 10:00:02,656.51,-0.0374000000000052,2,3.24996785256874,0.603553227139637,656.90909090909,"P735.Mar30",-0.934935619895696,0.00266857855645446,-0.555644846018147,0.099970046026611
"137987","C",740,2026-03-30,0.01,0.01,0.01,NA,1774446416455,5.24996785256874,2026-03-25 10:00:02,656.51,0.01,2,3.24996785256874,0.418719445317984,656.90909090909,"C740.Mar30",0.00954417335714108,0.000775661645267137,-0.0805596910409576,0.0201590364833654
"137988","C",745,2026-03-30,0.01,0.01,0.01,NA,1774446416456,5.24996785256874,2026-03-25 10:00:02,656.51,0.01,2,3.24996785256874,0.440198892503977,656.90909090909,"C745.Mar30",0.00927440755368822,0.000719540526739442,-0.0825855626256635,0.0196597743638717
"137989","P",560,2026-04-06,0.4649,0.4649,0.4649,NA,1774447195955,12.2499678525687,2026-03-25 10:00:02,656.51,0.4649,4,8.24996785256874,0.543678361885249,657.441722718601,"P560.Apr06",-0.0480769936275036,0.00152644736448878,-0.266248327702671,0.120387249005439
"137990","P",565,2026-04-06,0.5055,0.5055,0.5055,NA,1774447195955,12.2499678525687,2026-03-25 10:00:02,656.51,0.5055,4,8.24996785256874,0.525138738364913,657.441722718601,"P565.Apr06",-0.051902733227591,0.00167984157162482,-0.273314716214151,0.127967294902972
"137991","P",570,2026-04-06,0.5519,0.5519,0.5519,NA,1774447179757,12.2499678525687,2026-03-25 10:00:02,656.51,0.5519,4,8.24996785256874,0.506719944635406,657.441722718601,"P570.Apr06",-0.056204307893537,0.00185415791023356,-0.280832722766789,0.136292301471975
"137992","P",575,2026-04-06,0.61,0.61,0.61,NA,1774447180772,12.2499678525687,2026-03-25 10:00:02,656.51,0.61,4,8.24996785256874,0.489102031672373,657.441722718601,"P575.Apr06",-0.0613081866457964,0.00205657605453688,-0.290147994401485,0.145915305935931
"137993","C",580,2026-04-06,78.0739,78.0739,78.0739,NA,1774447197959,12.2499678525687,2026-03-25 10:00:02,656.51,1.5639,4,8.24996785256874,0.465650663212873,657.441722718601,"C580.Apr06",0.935207450109678,0.00225518788252027,-0.304203955803757,0.152334953223122
"137994","P",580,2026-04-06,0.6805,0.6805,0.6805,NA,1774447180773,12.2499678525687,2026-03-25 10:00:02,656.51,0.6805,4,8.24996785256874,0.471994331795722,657.441722718601,"P580.Apr06",-0.0672587588139506,0.00229021560986402,-0.300834572109263,0.156808558331703
"137995","C",585,2026-04-06,73.1659,73.1659,73.1659,NA,1774447199485,12.2499678525687,2026-03-25 10:00:02,656.51,1.6559,4,8.24996785256874,0.450453916685656,657.441722718601,"C585.Apr06",0.927858756813185,0.00253275294803236,-0.318961598915211,0.165500688698911
"137996","P",585,2026-04-06,0.77,0.77,0.77,1,1774447180773,12.2499678525687,2026-03-25 10:00:02,656.51,0.77,4,8.24996785256874,0.455806246544234,657.441722718601,"P585.Apr06",-0.0743894707920911,0.00256247152367944,-0.313826526485234,0.169432191746659
"137997","C",590,2026-04-06,68.2732,68.2732,68.2732,NA,1774447195948,12.2499678525687,2026-03-25 10:00:02,656.51,1.76320000000001,4,8.24996785256874,0.435129648256116,657.441722718601,"C590.Apr06",0.919516329819017,0.0028496649458353,-0.334119769935999,0.179874286446816
"137998","P",590,2026-04-06,0.88,0.88,0.88,NA,1774447183445,12.2499678525687,2026-03-25 10:00:02,656.51,0.88,4,8.24996785256874,0.440158070623875,657.441722718601,"P590.Apr06",-0.0827625316885765,0.00287704376796812,-0.328484163533374,0.183701095628695
"137999","C",595,2026-04-06,63.4158,63.4158,63.4158,NA,1774447195937,12.2499678525687,2026-03-25 10:00:02,656.51,1.90580000000001,4,8.24996785256874,0.421238636083435,657.441722718601,"C595.Apr06",0.90924368992967,0.00322072207035804,-0.352978077070317,0.196805873584158
"138000","P",595,2026-04-06,1.01,1.01,1.01,NA,1774447176232,12.2499678525687,2026-03-25 10:00:02,656.51,1.01,4,8.24996785256874,0.424522902495228,657.441722718601,"P595.Apr06",-0.0923577853407611,0.00323750141752401,-0.34373904210273,0.199373622807814
"138001","C",600,2026-04-06,58.5917,58.5917,58.5917,NA,1774447199484,12.2499678525687,2026-03-25 10:00:02,656.51,2.08170000000001,4,8.24996785256874,0.407729198581073,657.441722718601,"C600.Apr06",0.897213777116344,0.00364600327944519,-0.373396045421987,0.215648020946201
